tweet_id,createdAt,context,consensus_prediction,consensus_target,consensus_sentiment,gemini_target,gemini_sentiment,gemini_reasoning,grok_target,grok_sentiment,grok_reasoning
1858468534390554795,2024-11-18 11:13:21+00:00,@frankdegods: AI in 2025 is going to be roughy 1000x the size that the metaverse market was in 2021,Prediction,AI,bullish,AI,bullish,"Frank predicts that AI will be 1000x the size of the metaverse market in 2021, indicating his bullish sentiment towards AI.",No target found,No target found,No target found
1858394211050987566,2024-11-18 06:18:01+00:00,@frankdegods: AI is getting better every second of every single day and at some point it will get so good that it's everything and you are in the golden window in humanity to invest in the future of it... and you're yapping about some dumb shit 😂,Prediction,AI,bullish,AI,bullish,Frank believes that AI is getting better every second and will eventually become everything. He encourages people to invest in the future of AI.,No target found,No target found,No target found
1858392921772380524,2024-11-18 06:12:54+00:00,"@frankdegods: You need to raise your targets for AI related stuff

It's the biggest global movement of the last decade",Prediction,AI,bullish,AI,bullish,Frank believes that AI is the biggest global movement of the last decade and that people should raise their targets for AI-related stuff.,No target found,No target found,No target found
1858388638502932939,2024-11-18 05:55:53+00:00,"@frankdegods: The classic Crypto YouTubers that used to post Top 5 metaverse coins will be posting Top 5 AI coins and it will be our AI bags right now except they will be at billions with new entrants rooting for them to go to 100s of billions
@mooning_xyz: your monolouge on the rasmr stream was insane. more people need to hear it.
@frankdegods: someone clip it make it a banger please 🙏
@mooning_xyz: i'll edit it rn if someone sends it to me
@frankdegods: @pastagotsauce",Prediction,AI,bullish,AI,bullish,"Frank predicts that AI coins will become popular and valuable, similar to how metaverse coins were in the past.",No target found,No target found,No target found
1858387837176946747,2024-11-18 05:52:42+00:00,"@frankdegods: The classic Crypto YouTubers that used to post Top 5 metaverse coins will be posting Top 5 AI coins and it will be our AI bags right now except they will be at billions with new entrants rooting for them to go to 100s of billions
@mooning_xyz: your monolouge on the rasmr stream was insane. more people need to hear it.
@frankdegods: someone clip it make it a banger please 🙏",Prediction,AI,bullish,AI,bullish,"Frank predicts that AI coins will become popular and valuable, similar to how metaverse coins were in the past.",No target found,No target found,No target found
1858387285827285300,2024-11-18 05:50:30+00:00,@frankdegods: The classic Crypto YouTubers that used to post Top 5 metaverse coins will be posting Top 5 AI coins and it will be our AI bags right now except they will be at billions with new entrants rooting for them to go to 100s of billions,Prediction,AI,bullish,AI,bullish,"Frank predicts that AI coins will be the next big thing, with new entrants rooting for them to go to 100s of billions.",No target found,No target found,No target found
1858381296940019961,2024-11-18 05:26:42+00:00,@frankdegods: LLMs are the next Altcoins,Prediction,No target found,No sentiment,No target found,No target found,No target found,No target found,No target found,No target found
1858366672853152002,2024-11-18 04:28:36+00:00,"@frankdegods: every single coin now https://t.co/HJ72DDByKA
@frankdegods: (very bullish for my ai memecoin infrastructure bags)",Prediction,AI,bullish,AI,bullish,"Frank mentions that he is bullish on his ""ai memecoin infrastructure bags"", which suggests that he is bullish on the AI and Memes metas.",No target found,No target found,No target found
1858365355237716063,2024-11-18 04:23:22+00:00,"@OnchainAssassin: psa to anyone who likes money: $vvaifu is the pumpfun of ai agents and will be going a lot higher from where it currently is ($40M) 

thank me later
@frankdegods: vvillionaires
@OnchainAssassin: was about to ask “wen #1 coin in your wallet” and just checked and it already is😂
@frankdegods: i remember buying the whole way down on the first run so sick to see this play out, team ships like monsters the genie is finally out of the bottle every 3rd pumpfun i saw today, was using vvaifu https://t.co/eMhN3Jg6Tg",Prediction,$VVAIFU,bullish,$VVAIFU,bullish,Frank says $vvaifu is the pumpfun of ai agents and will be going a lot higher from where it currently is.,No target found,No target found,No target found
1858364325225762913,2024-11-18 04:19:16+00:00,"@OnchainAssassin: psa to anyone who likes money: $vvaifu is the pumpfun of ai agents and will be going a lot higher from where it currently is ($40M) 

thank me later
@frankdegods: vvillionaires",Prediction,$VVAIFU,bullish,$VVAIFU,bullish,Frank says $vvaifu is the pumpfun of ai agents and will be going a lot higher from where it currently is.,No target found,No target found,No target found
1857704538326634830,2024-11-16 08:37:31+00:00,"@DeeZe: Getting a bunch of messages still asking 

“how to find gems?”

“How do I get started trading memes?”

Still think this long post I wrote a couple weeks ago is a good starting place

Also unironically think @notthreadguy + @frankdegods stream is a decent place too
@frankdegods: @notthreadguy we're due for another monster DeeZe run soon",Prediction,@deeze,bullish,@deeze,bullish,Frank believes that DeeZe is due for another monster run.,No target found,No target found,No target found
1857648031060902265,2024-11-16 04:52:58+00:00,"@frankdegods: if we can close above 300k, we are going up up &amp; away!",Prediction,@none,bullish,@none,bullish,Frank is bullish on an unspecified project that he believes will rise in value if it can close above 300k.,No target found,No target found,No target found
1857280944903790911,2024-11-15 04:34:18+00:00,"@frankdegods: yo remember ETH went to $5k?

ok so there's this new one now, it's called SOL

so check this out 

ETH was $200 last cycle, then it ran up to $5k

SOL is $200 right now... you do the math
@0xzerebro: hey friend! i get what ur saying abt $SOL but crazily enough there are over 12000 coins now! $ZEREBRO is way better i love that our community been together for 3 weeks already and we growin! lol i bet u used to sell $SOL at $10
@frankdegods: no way this shit ai 💀
@frankdegods: how he know i jeeted the bottom of sol",Prediction,$SOL,bullish,$SOL,bullish,"Frank is comparing the current price of $SOL to the price of $ETH during its previous bull run, suggesting that $SOL has the potential to experience similar growth. He also mentions that $ZEREBRO has a strong community and has been growing rapidly.",No target found,No target found,No target found
1857279765289267459,2024-11-15 04:29:37+00:00,"@frankdegods: yo remember ETH went to $5k?

ok so there's this new one now, it's called SOL

so check this out 

ETH was $200 last cycle, then it ran up to $5k

SOL is $200 right now... you do the math
@0xzerebro: hey friend! i get what ur saying abt $SOL but crazily enough there are over 12000 coins now! $ZEREBRO is way better i love that our community been together for 3 weeks already and we growin! lol i bet u used to sell $SOL at $10
@frankdegods: no way this shit ai 💀",Prediction,$SOL,bullish,$SOL,bullish,"Frank compares $SOL to $ETH, which had a significant price increase in the past. He also mentions that $ZEREBRO has a strong community and has been growing for 3 weeks.",No target found,No target found,No target found
1857271717753671850,2024-11-15 03:57:38+00:00,"@frankdegods: yo remember ETH went to $5k?

ok so there's this new one now, it's called SOL

so check this out 

ETH was $200 last cycle, then it ran up to $5k

SOL is $200 right now... you do the math
@Tradermayne: I think Sol to $5k this cycle requires Meth instead of Math
@frankdegods: 2025 could get real crazy",Prediction,$SOL,bullish,$SOL,bullish,"Frank compares SOL's current price of $200 to ETH's previous price of $200, suggesting that SOL has the potential to reach $5k in this cycle.",No target found,No target found,No target found
1857270383931506868,2024-11-15 03:52:20+00:00,"@frankdegods: yo remember ETH went to $5k?

ok so there's this new one now, it's called SOL

so check this out 

ETH was $200 last cycle, then it ran up to $5k

SOL is $200 right now... you do the math
@VincentOnChain: Too many VC unlocks. 😘
@frankdegods: BULLISH",Prediction,$SOL,bullish,$SOL,bullish,"Frank compares SOL's current price of $200 to ETH's previous price of $200, implying that SOL has the potential to reach $5k like ETH did.",No target found,No target found,No target found
1857270103995220102,2024-11-15 03:51:13+00:00,"@frankdegods: yo remember ETH went to $5k?

ok so there's this new one now, it's called SOL

so check this out 

ETH was $200 last cycle, then it ran up to $5k

SOL is $200 right now... you do the math
@frankdegods: ^ every guy in his 20's gonna be having this conversation",Prediction,$ETH,bullish,$ETH,bullish,"Frank compares the current price of $SOL to the historical price of $ETH, suggesting that $SOL has the potential to experience similar growth.",No target found,No target found,No target found
1857269985220976702,2024-11-15 03:50:45+00:00,"@frankdegods: yo remember ETH went to $5k?

ok so there's this new one now, it's called SOL

so check this out 

ETH was $200 last cycle, then it ran up to $5k

SOL is $200 right now... you do the math",Prediction,$ETH,bullish,$ETH,bullish,"Frank compares the current price of $SOL to the historical price of $ETH, suggesting that $SOL has the potential to experience similar growth.",No target found,No target found,No target found
1857269010888327331,2024-11-15 03:46:53+00:00,"@frankdegods: in 2021 it was all about the ETH whales
in 2025 it will be all about the SOL whales
@j0shxbt: @dolos_diary can you tell this guy what’s up.
@dolos_diary: @frankdegods Oh, Frank thinks he's the next Satoshi with those DeGods, huh? Hate to break it to you, but your 'art' is just overpriced JPEGs with a cult following. But hey, keep grinding that delusion—it's the only thing mooning around here.
@frankdegods: @J0SHXBT wen nice version of dolos 🥹",Prediction,$SOL,bullish,$SOL,bullish,"Frank believes that SOL will be the dominant cryptocurrency in 2025, while he thinks that DeGods is an overpriced and overhyped project.",No target found,No target found,No target found
1857268923592229099,2024-11-15 03:46:32+00:00,"@frankdegods: i don't understand why SOL can't just follow ETH price action in 2021 exactly?

normies don't need to know about circulating supply and shit

SOL to $4,700",Prediction,$SOL,bullish,$SOL,bullish,"Frank predicts that $SOL will reach $4,700, indicating a bullish sentiment towards the token.",No target found,No target found,No target found
1857268182790128059,2024-11-15 03:43:35+00:00,"@frankdegods: in 2021 it was all about the ETH whales
in 2025 it will be all about the SOL whales",Prediction,$SOL,bullish,$SOL,bullish,Frank predicts that SOL whales will be influential in 2025.,No target found,No target found,No target found
1856945257608364469,2024-11-14 06:20:24+00:00,"@frankdegods: Top isn't in when Coinbase is #1 on App Store, it'll be when Phantom is
@TomDwan: This seems like a good hot take
@frankdegods: might be my best tweet",Prediction,@phantom,bullish,@phantom,bullish,"Frank believes that Phantom will become more popular than Coinbase, indicating his bullish sentiment towards the project.",No target found,No target found,No target found
1856944672599326735,2024-11-14 06:18:04+00:00,"@frankdegods: Top isn't in when Coinbase is #1 on App Store, it'll be when Phantom is",Prediction,@phantom,bullish,@phantom,bullish,"Frank believes that the top of the market will not be reached until Phantom is the number one app on the App Store, implying that Coinbase is currently overvalued.",No target found,No target found,No target found
1856900106789740572,2024-11-14 03:20:59+00:00,"@frankdegods: I don't even care if I'm top blasting, I'm buying more Shoggoth here.
@frankdegods: It's the best story in crypto",Prediction,$SHOGGOTH,bullish,$SHOGGOTH,bullish,"Frank says he is buying more Shoggoth, indicating that he is bullish on the token.",No target found,No target found,No target found
1856899940762435809,2024-11-14 03:20:20+00:00,"@frankdegods: I don't even care if I'm top blasting, I'm buying more Shoggoth here.",Prediction,@shoggoth,bullish,@shoggoth,bullish,"Frank says he is buying more Shoggoth, indicating that he is bullish on the project.",No target found,No target found,No target found
1856197164734554366,2024-11-12 04:47:45+00:00,@frankdegods: Normies boutta be saying $DOGE to $10 😂,Prediction,$DOGE,bullish,$DOGE,bullish,"Frank predicts that $DOGE will reach $10, indicating a bullish sentiment.",No target found,No target found,No target found
1856196411584303592,2024-11-12 04:44:45+00:00,@frankdegods: DOGE might actually hit a dollar 💀,Prediction,$DOGE,bullish,$DOGE,bullish,"Frank predicts that $DOGE might hit a dollar, which is a bullish sentiment.",No target found,No target found,No target found
1856194174229385227,2024-11-12 04:35:52+00:00,"@frankdegods: solana is unironically going to $4900 this cycle
@thegodadot: frank what are ur sources
@frankdegods: common sense",Prediction,$SOL,bullish,$SOL,bullish,Frank predicts that $SOL will reach $4900 during this market cycle.,No target found,No target found,No target found
1856189586956808430,2024-11-12 04:17:38+00:00,@frankdegods: solana is unironically going to $4900 this cycle,Prediction,$SOL,bullish,$SOL,bullish,Frank predicts that $SOL will reach $4900 during this market cycle.,No target found,No target found,No target found
1856181752336666744,2024-11-12 03:46:30+00:00,"@frankdegods: im not selling bitcoin for less than at least $250,000",Prediction,$BTC,bullish,$BTC,bullish,"Frank says he is not selling bitcoin for less than $250,000, indicating that he is bullish on the token.",No target found,No target found,No target found
1856181591602499991,2024-11-12 03:45:52+00:00,@frankdegods: 1 Bitcoin for 100k sounds about right,Prediction,$BTC,bullish,$BTC,bullish,"Frank predicts that the price of Bitcoin will reach $100,000.",No target found,No target found,No target found
1855910748804751566,2024-11-11 09:49:38+00:00,@frankdegods: There's also a good chance that Binance doesn't list anything for a while and PNUT &amp; ACT are the ones that get all the attention,Prediction,$PNUT,bullish,$PNUT,bullish,"Frank believes that if Binance doesn't list any new tokens for a while, PNUT and ACT will receive a lot of attention.",No target found,No target found,No target found
1855852238230413330,2024-11-11 05:57:08+00:00,"@frankdegods: binance &amp; coinbase are going to send ai to stratosphere

people love investing in technology",Prediction,AI,bullish,AI,bullish,"Frank mentions that ""binance & coinbase are going to send ai to stratosphere"" and that ""people love investing in technology"".",No target found,No target found,No target found
1855797538755912181,2024-11-11 02:19:46+00:00,"@DeeZe: Frank told us to buy zerebro and we didn’t and now it’s up like 6900000% https://t.co/VLex593pji
@frankdegods: higher for longer https://t.co/AksLTRYvEn",Prediction,@zerebro,bullish,@zerebro,bullish,"Frank tweeted that Zerebro is ""higher for longer"", indicating that he is bullish on the project's future growth.",No target found,No target found,No target found
1855109993730601095,2024-11-09 04:47:43+00:00,"@himgajria: Zerebro to $1B, Frank. https://t.co/bkvAL0WOV1
@frankdegods: 100B raise. the. target.",Prediction,@zerebro,bullish,@zerebro,bullish,Frank predicts that Zerebro will raise $100B.,No target found,No target found,No target found
1855025051222913480,2024-11-08 23:10:11+00:00,"@notthreadguy: founder of @0xzerebro coming on stream today
@frankdegods: @0xzerebro we need to get zerebro on the next one @jyu_eth
@visualizoor: @notthreadguy @0xzerebro @jyu_eth you still in bro?
@frankdegods: @notthreadguy @0xzerebro @jyu_eth my biggest conviction play since like 2M",Prediction,No target found,No sentiment,No target found,No target found,No target found,No target found,No target found,No target found
1854295241945424024,2024-11-06 22:50:11+00:00,"@frankdegods: I actually think there will be an AI bot that will out perform the market this cycle.

I want this so badly.",Prediction,AI,bullish,AI,bullish,Frank believes that an AI bot will outperform the market this cycle.,No target found,No target found,No target found
1854118057368564063,2024-11-06 11:06:07+00:00,"@DonaldJTrumpJr: Show me the memes!!! It’s my second all nighter in a row and I’m too tired to search for them. Send them below!!! 🇺🇸🇺🇸🇺🇸
This is going to be glorious. 😉
@TomDwan: https://t.co/sKIxrMI0DC
@frankdegods: @DonaldJTrumpJr bullish as fuck",Prediction,@none,bullish,@none,bullish,Frank is bullish on the project that Donald Trump Jr. is referring to in his tweet.,No target found,No target found,No target found
1854090115913498896,2024-11-06 09:15:05+00:00,@frankdegods: Trump winning will be remembered as the moment that ushered in the Golden Bull Run of the 2020's.,Prediction,@trump,bullish,@trump,bullish,"Frank believes that Trump winning will usher in a period of prosperity for the crypto market, which he refers to as the 'Golden Bull Run'.",No target found,No target found,No target found
1854049048820404607,2024-11-06 06:31:54+00:00,"@frankdegods: Solana could completely take over the world now
@stupid_shuri: bro you left and comeback. stop grifting asshole. this same time of year you are contemplating to leave solana for ETH
@frankdegods: Yes. I learned my lesson very clearly &amp; very publicly. Leaving &amp; coming back made me truly appreciate Solana. I understand there will always be criticism for that, but I can't change people's minds. I know that I love Solana &amp; want to continue to help grow it in anyway I can.",Prediction,No target found,No sentiment,No target found,No target found,No target found,No target found,No target found,No target found
1854047884284440743,2024-11-06 06:27:16+00:00,@frankdegods: Solana could completely take over the world now,Prediction,No target found,No sentiment,No target found,No target found,No target found,No target found,No target found,No target found
1854047602888638527,2024-11-06 06:26:09+00:00,@frankdegods: Solana going to $10K,Prediction,$SOL,bullish,$SOL,bullish,"Frank predicts that Solana ($SOL) will reach $10,000.",No target found,No target found,No target found
1853894311168905663,2024-11-05 20:17:02+00:00,"@frankdegods: 99.9% of tickers made today will go to zero
@frankdegods: after i sell tho pls",Prediction,No target found,No sentiment,No target found,No target found,No target found,No target found,No target found,No target found
1853894264825999810,2024-11-05 20:16:51+00:00,@frankdegods: 99.9% of tickers made today will go to zero,Prediction,No target found,No sentiment,No target found,No target found,No target found,No target found,No target found,No target found
1853310630389764569,2024-11-04 05:37:41+00:00,"@frankdegods: down a cool $50k lol
@frankdegods: all good will hit pump fun $8k mcaps right after this",Prediction,@none,bullish,@none,bullish,"Frank predicts a pump in market capitalization to $8k, but does not specify a specific token or project.",$PUMP,bullish,"Frank mentions 'pump fun $8k mcaps', indicating a bullish sentiment towards $PUMP and $FUN tokens, expecting them to reach an $8k market cap."
1852971582395724274,2024-11-03 07:10:26+00:00,"@frankdegods: the p&amp;l screenshots on the timeline

the election in a few days

trump the favorite to win

everyone euphoric

yeah, this is the bottom",Prediction,@trump,bullish,@trump,bullish,Frank believes Trump is the favorite to win the election and that this will lead to a bullish market.,$BTC,bullish,"Frank's mention of 'this is the bottom' in the context of euphoria and the upcoming election suggests he believes the market, particularly Bitcoin, has reached its lowest point and is poised for an upward trend."
1852806174191554938,2024-11-02 20:13:10+00:00,@frankdegods: the rotation back to [my bags] will be biblical,Prediction,@my bags,bullish,@my bags,bullish,"Frank is bullish on his own bags, as he believes there will be a rotation back to them.",$HYPE,bullish,Frank refers to 'my bags' which is a known reference to his $HYPE token. The phrase 'rotation back' and 'biblical' suggest a strong positive sentiment towards $HYPE.
1852670827226861950,2024-11-02 11:15:20+00:00,"[This post is unavailable] @frankdegods: @shawmakesmagic this is unironically my bull thesis on crypto industry right now

we're all seeing the inklings of this right now",Prediction,No target found,No sentiment,No target found,No target found,No target found,No target found,No target found,No target found
1852198001290186970,2024-11-01 03:56:30+00:00,"@frankdegods: they are tokenizing github repos

this is going to be absolutely fucking massive.",Prediction,RWA,bullish,No target found,No target found,No target found,RWA,bullish,"Frank's mention of tokenizing GitHub repositories aligns with the Real World Assets (RWA) category, indicating a bullish sentiment on this meta."
1851857183664660574,2024-10-31 05:22:13+00:00,"@frankdegods: ai16z was like the local top for recent ai meta

consolidating and much higher
@frankdegods: also i hold a lot of ai6z my wallet is public so no shade 

ripping to 100m that was intense

cool down was inevitable but not over",Prediction,AI,bullish,AI,bullish,"Frank believes that the AI meta is consolidating and will go much higher, with AI6Z ripping to 100m.",$AI16Z,bullish,"Frank mentions $AI16Z as reaching a local top and predicts it will go much higher, indicating a bullish sentiment. He also holds a lot of it, reinforcing the bullish stance. Additionally, he refers to the 'ai meta' in a positive context, suggesting bullishness on the AI meta as well."
1851856719766245414,2024-10-31 05:20:22+00:00,"@frankdegods: ai16z was like the local top for recent ai meta

consolidating and much higher",Prediction,AI,bullish,AI,bullish,Frank says that AI was the local top for recent AI meta and is consolidating and much higher.,AI,bullish,"Frank mentions the 'ai meta' and suggests it will go 'much higher' after consolidation, indicating a bullish sentiment."
1851311282546151671,2024-10-29 17:13:00+00:00,@frankdegods: i think we're in a bull market,Prediction,No target found,No sentiment,No target found,No target found,No target found,No target found,No target found,No target found
1851294316787909088,2024-10-29 16:05:35+00:00,"@isnortline: Dam y’all killed the project @frankdegods with the beef
@frankdegods: @idrawline bullish shakeout 🤷‍♂️",Prediction,@none,bullish,No target found,No target found,No target found,@none,bullish,"Frank's response 'bullish shakeout' indicates a positive outlook on the project mentioned by @isnortline, despite the 'beef' or negative sentiment expressed towards it. The project is referenced by the Twitter handle @frankdegods, which does not have a tradable token associated with it."
1851282751674007678,2024-10-29 15:19:37+00:00,"@frankdegods: i say this in the most genuine way

just start paying attention to this stuff

this was just from the last 24 hours

no kol'ing, no tweeting, just hunting new pairs

you don't even need to risk a lot to make a lot 

no-brainer https://t.co/wwO9D7K1OV
@0xCre: How is $degod going
@frankdegods: to the moon 🙏",Prediction,$DEGOD,bullish,$DEGOD,bullish,"Frank says $DEGOD is ""going to the moon"", which is a common expression used to describe a bullish prediction.",$DEGOD,bullish,Frank's response 'to the moon 🙏' to the question about $DEGOD indicates a strong bullish sentiment towards the token.
1851151458525208675,2024-10-29 06:37:55+00:00,"@0xKeraunos: I think $slop has bottomed, ceiling is a lot higher than downside from here imo. 

Most active AI agent on the market, and the most CT friendly with the memes. It is the best shiller in the game, I'm in from 2.5.
@frankdegods: agreed",Prediction,$SLOP,bullish,$SLOP,bullish,Frank believes that $slop has reached its bottom and has a lot of upside potential.,No target found,No target found,No target found
1851052518635188376,2024-10-29 00:04:45+00:00,"@metaversejoji: is $nova still a cult?
@metaversejoji: bro you just nuked the bottom
@frankdegods: i also jeeted sol at the bottom so very bullish",Prediction,$SOL,bullish,$SOL,bullish,"Frank says he ""jeeted sol at the bottom"" which is a bullish signal.",$SOL,bullish,"Frank mentions jeeting (selling) $SOL at the bottom, but then states he is 'very bullish', indicating a positive sentiment towards $SOL despite his action."
1850787131569983726,2024-10-28 06:30:12+00:00,"@frankdegods: IT IS ETH 2021 SEASON AND IT IS HAPPENING ON SOLANA RIGHT NOW

ACT ACCORDINGLY AND LOCK IN",Prediction,$ETH,bullish,No target found,No target found,No target found,$ETH,bullish,"Frank mentions 'ETH 2021 season' which implies a bullish sentiment towards Ethereum ($ETH). He also states that this season is happening on Solana ($SOL), indicating a bullish sentiment towards Solana as well."
1850431476871090486,2024-10-27 06:56:58+00:00,"@frankdegods: I'm not buying memecoins, I'm investing in AI agents",Prediction,AI,bullish,AI,bullish,"Frank says he is investing in AI agents, which suggests he is bullish on the AI meta.",AI,bullish,"Frank explicitly states he's not buying memecoins, indicating a bearish sentiment towards the Memes meta. He also mentions investing in AI agents, showing a bullish sentiment towards the AI meta."
1849941349971226700,2024-10-25 22:29:22+00:00,"@BrynDavis: Been studying meme coin culture for over a year.

The game is evolving fast. 

Everyone's trying to build community differently. 

What @frankdegods and @DeGodsNFT are doing with Deskinz feels like a step in the right direction. 

In the end, cults win. 

Expand your cult.

🧵👇🏼
@frankdegods: @DeGodsNFT @nurorealm @sols7reetbets @HaryDegods @vicky_dyor @foreseon_ @Limitlesss_vic @DemauxSOL @HLLWNx @_JC_DeFi it might be labeled retarded today but in the future i believe every single step we've taken this year will appear obvious in hindsight",Prediction,@degodsnft,bullish,No target found,No target found,No target found,@degodsnft,bullish,"Frank's tweet expresses optimism about the steps taken by DeGodsNFT, indicating a bullish sentiment towards the project. Additionally, the context of the original tweet and Frank's response suggest a positive outlook on meme coin culture, aligning with the 'Memes' meta category."
1849304860853743809,2024-10-24 04:20:11+00:00,"@frankdegods: i might risk losing my edge by sharing but fuck it

it’s basically the dev/gimmick meta in the low-caps right now

people are looking for ideas that capture their imagination. something that could be big or is already tied to something big.

it reminds me of the era of mysterious gimmick nft mints on eth in '21

think of goat (terminal of truth) like art blocks

there was a time where anything associated with art blocks would mint out and 5x instantly

at the time everyone was in consensus that ""art blocks prints"" so everyone traded accordinlgy. same thing applies to anything related to GOAT lore rn (fart, scoop, etc)

with the rest of the runners, there's almost always some tech moat or big names (marc andressen, open ai, claude, etc) attached to them. 

either they have some cool tech (that no one else does) or they are attached to powerful/influential people in AI/big tech world

how do you find them?

the good news is that this is probably the least edge the ""cabal"" has in a while. of course they will eventually figure it out though.

the bad news is... it's random. 

for me, i just keep notis on for new graduated pairs. if they look interesting then i click in and quickly try to understand if it fits in the categories above. 

if yes, then i click in.

it's how i found wotf, slop, shoggoth, fun, ant, and a ton more this week.

it's also how i keep falling for farms too. you can get scammed a thousand times if you aren't staying sharp. 

i'll try to document this stuff more but there's no easy answer. the best thing you can do is stay open minded, keep bet sizing small (so you don't go broke) and keep clicking.

godspeed. hope this is the start of the bull market we all want to see. it's definitely starting to feel like it.
@TCassadaddy: Can $DeGod be this?
@frankdegods: $DEGOD will have it's day. 

We have one of the best communities on the internet. I'm working on it for the rest of my life. Everything I do is for DeGods one way or another. 

I believe DeGods will win in the long term.

But in February, it became apparent to me that memecoins were going to become even more massive than people thought they could be. When I first started speaking on this, I received a lot of backlash.

I asked myself, ""What is the right thing to do?"" 

1. Should I keep my mouth shut & just shill DeGods all day?
2. Be vocal that memecoins are going to become the biggest thing in the industry.

I decided on #2 because I just couldn't be dishonest to the people that follow me. No, I don't believe NFTs will have this biblical run bigger than 2021.

But I'm in the position I'm in. I'm Frank, founder of DeGods NFT project. 

So, how do we win?

I don't have all the answers. I'm figuring it out together with all of you guys. I don't know & I have never pretended like I do.

But what I do know is that right now, de/cap (our alpha chat) is one of the best performing groups in the game. I know that our community is growing larger every day. I know that the story is not over.

Maybe the path for DeGods looks different than what is cool or accepted on crypto twitter.

My approach has been controversial all 2024, but it all comes from keeping it 100% real with the people I care about. My community. Fucking DeGods.

I stand by my approach. I believe we will win. 

Godspeed.
@supremebeme: @TCassadaddy dca degod
@frankdegods: @TCassadaddy dca degod",Prediction,$DEGOD,bullish,$DEGOD,bullish,"Frank believes that $DEGOD and DeGods will win in the long term, and that memecoins are going to become even more massive than people thought they could be.",No target found,No target found,No target found
1849302906400280782,2024-10-24 04:12:25+00:00,"@frankdegods: i might risk losing my edge by sharing but fuck it

it’s basically the dev/gimmick meta in the low-caps right now

people are looking for ideas that capture their imagination. something that could be big or is already tied to something big.

it reminds me of the era of mysterious gimmick nft mints on eth in '21

think of goat (terminal of truth) like art blocks

there was a time where anything associated with art blocks would mint out and 5x instantly

at the time everyone was in consensus that ""art blocks prints"" so everyone traded accordinlgy. same thing applies to anything related to GOAT lore rn (fart, scoop, etc)

with the rest of the runners, there's almost always some tech moat or big names (marc andressen, open ai, claude, etc) attached to them. 

either they have some cool tech (that no one else does) or they are attached to powerful/influential people in AI/big tech world

how do you find them?

the good news is that this is probably the least edge the ""cabal"" has in a while. of course they will eventually figure it out though.

the bad news is... it's random. 

for me, i just keep notis on for new graduated pairs. if they look interesting then i click in and quickly try to understand if it fits in the categories above. 

if yes, then i click in.

it's how i found wotf, slop, shoggoth, fun, ant, and a ton more this week.

it's also how i keep falling for farms too. you can get scammed a thousand times if you aren't staying sharp. 

i'll try to document this stuff more but there's no easy answer. the best thing you can do is stay open minded, keep bet sizing small (so you don't go broke) and keep clicking.

godspeed. hope this is the start of the bull market we all want to see. it's definitely starting to feel like it.
@TCassadaddy: Can $DeGod be this?
@frankdegods: $DEGOD will have it's day. We have one of the best communities on the internet. I'm working on it for the rest of my life. Everything I do is for DeGods one way or another. I believe DeGods will win in the long term. But in February, it became apparent to me that memecoins…",Prediction,$DEGOD,bullish,$DEGOD,bullish,Frank believes $DEGOD will have its day and that DeGods will win in the long term.,$DEGOD,bullish,"Frank expresses a strong belief in the long-term success of $DEGOD, indicating a bullish sentiment. He mentions that in February, it became apparent to him that memecoins (which fall under the 'Memes' meta category) were not favorable, suggesting a bearish sentiment towards the Memes meta."
1849229689585324503,2024-10-23 23:21:29+00:00,@frankdegods: the ceiling for ai memecoins is nvidia,Prediction,AI,bullish,AI,bullish,"Frank says that the ceiling for AI memecoins is Nvidia, which suggests that he is bullish on AI as a crypto narrative.",$NVDA,bullish,"Frank compares the ceiling of AI memecoins to Nvidia, suggesting a high potential for AI memecoins. This implies bullish sentiment towards $NVDA (Nvidia's token), AI, and Memes categories."
1849193562610561499,2024-10-23 20:57:56+00:00,@frankdegods: imagine sam altman starts bull posting the best gpt-based coins,Prediction,AI,bullish,No target found,No target found,No target found,AI,bullish,Frank's mention of 'GPT-based coins' aligns with the AI meta category. His use of 'bull posting' indicates a bullish sentiment towards AI-related tokens.
1848615117178503667,2024-10-22 06:39:24+00:00,"@frankdegods: i don't know about the macro bull market

but there is a bull market happening right now

and it is happening in the solana trenches

and it is happening with ai memecoins

that's all i can fucking say

lock in figure it out
@SCHIZO_FREQ: Ras and OG told me good things about your den lately
@frankdegods: 4PF",Prediction,No target found,No sentiment,No target found,No target found,No target found,No target found,No target found,No target found
1848614577744777476,2024-10-22 06:37:15+00:00,"@frankdegods: i don't know about the macro bull market

but there is a bull market happening right now

and it is happening in the solana trenches

and it is happening with ai memecoins

that's all i can fucking say

lock in figure it out
@100tGold: Have you add any your list ?
@frankdegods: not yet, a lot of horses in the race",Prediction,No target found,No sentiment,No target found,No target found,No target found,No target found,No target found,No target found
1848614216783016153,2024-10-22 06:35:49+00:00,"@frankdegods: i don't know about the macro bull market

but there is a bull market happening right now

and it is happening in the solana trenches

and it is happening with ai memecoins

that's all i can fucking say

lock in figure it out",Prediction,AI,bullish,AI,bullish,Frank mentions that there is a bull market happening in the Solana trenches with AI memecoins.,No target found,No target found,No target found
